belongs_to_collection,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
"{'id': 141282, 'name': 'The Brave Little Toaster Collection'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",20378,en,The Brave Little Toaster to the Rescue,"Those fun-loving eletrical appliances from the acclaimed animated hit 'The Brave Little Toaster' are back in an action-packed adventure with four all-new songs. This heartfelt and humorous full-length feature reunites Toaster, Blanky, Lampy, Radio and Kirby the vacuum cleaner--the beloved household gadgets of college student Rob. When Toaster and the gang spark freindships with the playful animals at the veterinary hospital, they soon discover their new pals are about to be sent to a testing laboratory. Through teamwork (and combined voltage), they embark on a hilarious rescue to save all the animals, including Sebastion, a wise monkey, and Maisie, the doting mother cat with kittens.Treat your entire family to 'The Brave Little Toaster To The Rescue', an imaginative film bursting with colorful animation, high-energy music and characters that'll warm your heart at the push of a button!",2.799264,[],[],1997-11-01,0.0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Brave Little Toaster to the Rescue,6.8,21.0
"{'id': 205977, 'name': 'The Kingdom'}",0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",22140,da,Riget II,"The series is set in the neurosurgical ward of Copenhagen's Rigshospitalet, the city and country's main hospital, nicknamed ""Riget"". ""Riget"" means ""the realm"" or ""the kingdom"" and leads one to think of ""dødsriget"", the realm of the dead.",0.553169,"[{'name': 'Zentropa', 'id': 8109}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",1997-11-01,0.0,286.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,The Kingdom II,6.7,10.0
"{'id': 10522, 'name': 'Starship Troopers Collection'}",105000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",563,en,Starship Troopers,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",14.412644,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Big Bug Pictures', 'id': 23434}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-06,121214377.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The only good bug is a dead bug.,Starship Troopers,6.7,1584.0
"{'id': 153010, 'name': 'Beauty and the Beast Collection'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",13313,en,Beauty and the Beast: The Enchanted Christmas,"Belle prepares the castle for Christmas against Beast's wishes, trying to bring him happiness for the season...",8.169404,"[{'name': 'Walt Disney Television Animation', 'id': 3475}, {'name': 'Walt Disney Animation Canada', 'id': 12402}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-11,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Beauty and the Beast: The Enchanted Christmas,5.9,203.0
"{'id': 8091, 'name': 'Alien Collection'}",70000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",8078,en,Alien: Resurrection,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",15.57784,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brandywine Productions', 'id': 19747}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-12,162000000.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's already too late.,Alien: Resurrection,5.9,1388.0
"{'id': 203178, 'name': 'Jack Frost Collection'}",0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",27318,en,Jack Frost,"Serial killer is genetically mutated in car wreck on the way to his execution. After which, he becomes a murdering snowman hell-bent on revenge for the sheriff who caught him.",5.764598,"[{'name': 'Moonstone Entertainment', 'id': 22289}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-18,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Jack Frost,5.3,48.0
"{'id': 9818, 'name': 'Mortal Kombat Collection'}",30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",9823,en,Mortal Kombat: Annihilation,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.",6.532498,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Threshold Entertainment', 'id': 4174}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-21,51376861.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",Mortal Kombat: Annihilation,3.8,225.0
"{'id': 12087, 'name': 'Herbie Collection'}",0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",32643,en,The Love Bug,"The film opens with narration by Jim Douglas and ""memory"" clips from the first film. The narration ends saying Herbie is now owned by an arrogant Scotsman named Simon Moore III (John Hannah), who abuses and insults Herbie until Herbie comes last in a race, not wanting to obey Simon. Furious, Simon sends Herbie to the junkyard. Meanwhile, Hank Cooper (Bruce Campbell), a mechanic in a small garage, is told to enter a race and persuaded to acquire Herbie. The judges are Donny Shotz (Micky Dolenz), a car enthusiast; Alex (Alexandra Wentworth), an old flame of Hank's; and Simon. When Herbie and Hank have won the race, Alex questions Hank, and he gives her a ride, wherein Herbie takes them to an isolated road. Meanwhile, Simon finds the engineer who created Herbie: Dr. Gustav Stumpful (Harold Gould), and requests a second such car: an evil, black edition, whom Simon names Horace.",4.482274,[],[],1997-11-29,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Love Bug,5.0,21.0
"{'id': 2602, 'name': 'Scream Collection'}",24000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",4233,en,Scream 2,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.",11.264845,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Konrad Pictures', 'id': 85}, {'name': 'Maven Entertainment', 'id': 1601}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-09,172363301.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Someone has taken their love of sequels one step too far.,Scream 2,6.1,856.0
"{'id': 645, 'name': 'James Bond Collection'}",110000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",714,en,Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,17.159576,"[{'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-11,333011068.0,119.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Tomorrow Never Dies,6.0,941.0
"{'id': 9888, 'name': 'Home Alone Collection'}",32000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",9714,en,Home Alone 3,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try break into his house to get it back.",8.04209,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hughes Entertainment', 'id': 477}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-12,79082515.0,102.0,"[{'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Ready for more. Much more.,Home Alone 3,5.1,632.0
"{'id': 372479, 'name': 'Les Boys'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",42832,fr,Les Boys,Every Monday night The Boys put on skates and leave their troubled lives behind.,0.530702,"[{'name': 'Telefilm Canada', 'id': 7320}, {'name': 'Melenny Productions', 'id': 10260}, {'name': 'Super Écran', 'id': 11578}, {'name': 'Gouvernement Canadien', 'id': 13304}, {'name': ""Fonds de télévision et de câblodistribution pour la production d'émissions canadiennes"", 'id': 13305}, {'name': 'Gouvernement du Québec', 'id': 13306}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1997-12-12,0.0,107.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,Nothing in the world would make them miss their weekly game...,The Boys,5.4,7.0
"{'id': 171732, 'name': 'Mothra Collection'}",0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",36212,ja,Mosura 2 - Kaitei no daikessen,"Mothra's twin nymphs and children from the city find a lost city, as well as a giant monster that is attracted to environmental calamities.",0.885005,"[{'name': 'Toho Film (Eiga) Co. Ltd.', 'id': 622}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1997-12-13,0.0,97.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Rebirth of Mothra II,5.7,7.0
"{'id': 2704, 'name': 'The Bible Collection'}",0.0,"[{'id': 14, 'name': 'Fantasy'}]",58430,en,Solomon,"David, now an old man, is still king of Israel. Among his sons, the ambitious Adonijah and the clever Solomon. The two young men are fierce rivals, since both are prospective heirs to the throne and only one can be successful.",1.631905,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-15,0.0,180.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Solomon,6.3,6.0
"{'id': 351886, 'name': 'The Postman Collection'}",80000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",9922,en,The Postman,"In 2013 there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the Unites States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare and something yet undiscovered: the power to inspire hope.",6.537407,"[{'name': 'Tig Productions', 'id': 335}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-25,17626234.0,177.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The year is 2013. One man walked in off the horizon and hope came with him.,The Postman,6.1,306.0
"{'id': 145553, 'name': 'Slayers - Movie Collection'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",41365,ja,スレイヤーズごぅじゃす,"Sorceresses Lina Inverse and Naga the Serpent are enjoying a meal in a villiage when the residents suddenly retreat indoors and two armies - one of men and one of a young girl and a tribe of dragons. Although the ruler of the town originally tries to convince Lina that this is because of a dark legacy, in truth the dragon army is led by his daughter and their battles are over her allowance. Lina agrees to help the ruler while Naga joins his daughter, Marlene.",0.310286,"[{'name': 'Kadokawa Shoten Publishing Co. Ltd.', 'id': 1194}, {'name': 'TV Tokyo', 'id': 3034}, {'name': 'Toei Animation', 'id': 5542}, {'name': 'Bandai Visual', 'id': 5844}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1998-01-01,0.0,64.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,"Anime, Slayers",Slayers Gorgeous,5.0,3.0
"{'id': 84785, 'name': 'La trilogie de la mort – Nacho Cerda'}",0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",36228,en,Genesis,"A sculptor is traumatized by the death of his wife in a car accident. He builds a sculpture in her memory. As the lifelike sculpture begins to bleed through the cracks of clay, the sculptor's flesh mutates and crumbles away...",0.830977,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",1998-01-01,0.0,30.0,[],Released,,Genesis,6.7,16.0
"{'id': 157671, 'name': 'The Decline of Western Civilization Collection'}",0.0,"[{'id': 99, 'name': 'Documentary'}]",44848,en,The Decline of Western Civilization Part III,"The Decline of Western Civilization III is a 1998 documentary film directed by Penelope Spheeris that chronicles the gutter punk lifestyle of homeless teenagers. It is the third film of a trilogy by Spheeris depicting life in Los Angeles at various points in time. The first film dealt with the punk rock scene during 1980-1981. The second film covers the Los Angeles heavy metal movement of 1986-1988. The film involves hardcore street punks called ""gutter punks"" who take the anti-establishment message with extreme seriousness, and tune out society completely. Spheeris talks to homeless teenagers living on the street or squatting in abandoned buildings in Los Angeles, as well as an unstable mother, Los Angeles Police Department officer Gary Fredo, and a paralyzed youth living on a disability.",0.836602,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-01-01,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Rumored,,The Decline of Western Civilization Part III,6.6,8.0
"{'id': 107462, 'name': 'Osobennosti Natsionalnoy ... - Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}]",20882,ru,Особенности национальной рыбалки,"General Ivolgin, forester Kuzmich, and good-natured Lyova lose their way on a fishing trip and wind up in a neighboring country, where they decide to have a good time anyway but end up leaving their vodka and fishing equipment behind.",1.740314,"[{'name': 'Kinokompaniya CTB', 'id': 886}, {'name': 'Nikola Film', 'id': 13205}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1998-01-01,0.0,95.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Peculiarities of the National Fishing,6.8,17.0
"{'id': 112406, 'name': 'The Aum Shinrikyo Collection'}",0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",24791,en,A,"Roughly chronological, from 3/96 to 11/96, with a coda in spring of 1997: inside compounds of Aum Shinrikyo, a Buddhist sect led by Shoko Asahara. (Members confessed to a murderous sarin attack in the Tokyo subway in 1995.) We see what they eat, where they sleep, and how they respond to media scrutiny, on-going trials, the shrinking of their fortunes, and the criticism of society. Central focus is placed on Hiroshi Araki, a young man who finds himself elevated to chief spokesman for Aum after its leaders are arrested. Araki faces extreme hostility from the Japanese public, who find it hard to believe that most followers of the cult had no idea of the attacks and even harder to understand why these followers remain devoted to the religion, if not the violence.",0.001715,"[{'name': ""'A' Production Committee"", 'id': 4437}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1998-01-01,0.0,136.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,A,0.0,0.0
"{'id': 155408, 'name': 'Young And Dangerous Collection'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",48943,cn,98古惑仔之龍爭虎鬥,"Although Chicken does not make an appearance, Chan Ho Nam finds a new love interest in the form of Mei Ling (Shu Qi). Meanwhile, Tung Sing returns to cause trouble again for Hung Hing, in the form of new leader Szeto Ho Nam (Mark Cheng). Young and Dangerous 5 occurs during the transfer of Hong Kong sovereignty to China, with the ""boys"" becoming ""men"", as they develop and mature into more business-like dealings.",3.953902,[],"[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1998-01-01,0.0,114.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,hong kong triad,Young and Dangerous 5,6.3,10.0
