director_name,director_id,id,budget,popularity,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,collection_id,collection_name,War,Thriller,Music,Fantasy,TV Movie,Crime,Action,Documentary,Western,History,Family,Mystery,Romance,Animation,Drama,Comedy,Foreign,Adventure,Science Fiction,Horror,director_score,actor1_id,actor1_name,actor2_id,actor2_name,actor3_id,actor3_name,actor1_score,actor2_score,actor3_score,actor_score,company_name,company_id
Len Wiseman,3950.0,1571,110000000,14.886039,383531464,128.0,Live Free or Die Hard,6.4,2122.0,2007,6,20,1570,Die Hard Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103592485,62.0,Bruce Willis,15033.0,Justin Long,18082.0,Timothy Olyphant,109438848.26666668,70921312.44444445,41962164.0,74107442,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Cheyenne Enterprises', 'Wintergreen Productions']","[289, 306, 444, 890, 11845]"
Tom Shadyac,4499.0,2698,175000000,9.156877,174400000,96.0,Evan Almighty,5.3,1194.0,2007,6,9,124949,Almighty Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,246402725,4495.0,Steve Carell,16858.0,Lauren Graham,1230.0,John Goodman,175338174.2222222,114871026.0,151618437.75,147275879,"['Columbia Pictures', 'Universal Pictures', 'Spyglass Entertainment', 'Shady Acres Entertainment', 'Original Film', 'Playtone', 'Relativity Media']","[5, 33, 158, 159, 333, 4171, 7295]"
Michael Bay,865.0,1858,150000000,5.587707,709709780,144.0,Transformers,6.6,4113.0,2007,6,27,8650,Transformers Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,359827308,10959.0,Shia LaBeouf,19536.0,Josh Duhamel,19537.0,Megan Fox,136746831.44444445,16980098.0,29331068.0,61019332,"['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Di Bonaventura Pictures', 'Platinum Dunes', 'thinkfilm', 'SprocketHeads', 'Hasbro Studios', 'Revolution Sun Studios']","[4, 27, 56, 435, 2481, 12247, 20011, 22826, 76043]"
David Yates,11343.0,675,150000000,21.3643,938212738,138.0,Harry Potter and the Order of the Phoenix,7.4,5633.0,2007,6,28,1241,Harry Potter Collection,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15484200,10980.0,Daniel Radcliffe,10989.0,Rupert Grint,10990.0,Emma Watson,854138024.0,854138024.0,854138024.0,854138024,"['Warner Bros.', 'Heyday Films']","[6194, 7364]"
Paul Greengrass,25598.0,2503,70000000,18.173269,442824138,115.0,The Bourne Ultimatum,7.3,2938.0,2007,8,3,31562,The Bourne Collection,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,121853180,1892.0,Matt Damon,12041.0,Julia Stiles,11064.0,David Strathairn,145140146.16666666,106554026.25,38721493.333333336,96805222,"['Universal Pictures', 'The Kennedy/Marshall Company', 'Ludlum Entertainment', 'Motion Picture BETA Produktionsgesellschaft', 'Bourne Again']","[33, 862, 11347, 11348, 11349]"
Brett Ratner,11091.0,5174,140000000,9.718111,258097122,91.0,Rush Hour 3,6.1,801.0,2007,8,8,90863,Rush Hour Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,241108419,66.0,Chris Tucker,18897.0,Jackie Chan,9195.0,Hiroyuki Sanada,0.0,46431818.0,106798677.2,76615248,['New Line Cinema'],[12]
Fred Savage,2223.0,14144,6000000,5.414213,18197398,89.0,Daddy Day Camp,4.4,94.0,2007,8,8,228887,Daddy Day Camp Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9777.0,Cuba Gooding Jr.,59154.0,Tamala Jones,61260.0,Paul Rae,66166384.16666666,37788228.0,76066841.0,60007151,"['Revolution Studios', 'TriStar Pictures']","[497, 559]"
Rob Zombie,16848.0,2082,15000000,11.607678,80460948,109.0,Halloween,5.9,510.0,2007,8,31,126209,Halloween (Rob Zombie Series) Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19425808,56890.0,Malcolm McDowell,1370.0,Brad Dourif,21317.0,Daeg Faerch,18053008.666666668,475558522.0,0.0,246805765,"['Dimension Films', 'Spectacle Entertainment Group', 'Nightfall Productions']","[7405, 10370, 21438]"
Gérard Krawczyk,21647.0,2335,17500000,10.442485,65125001,91.0,Taxi 4,5.4,317.0,2007,2,10,211721,Taxi Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,46754523,20666.0,Samy Naceri,23943.0,Frédéric Diefenthal,23944.0,Emma Wiklund,44230454.5,65497208.0,65497208.0,58408290,['Apipoulaï'],[1076]
Russell Mulcahy,52968.0,7737,45000000,3.009134,148400000,94.0,Resident Evil: Extinction,6.1,1308.0,2007,9,20,17255,Resident Evil Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7352916,63.0,Milla Jovovich,18041.0,Oded Fehr,17303.0,Ali Larter,80232523.0,75897494.5,66913924.0,74347980,"['Impact Pictures', 'Davis-Films', 'Constantin Film Produktion', 'Resident Evil Productions']","[248, 342, 5755, 58249]"
Shekhar Kapur,37630.0,4517,55000000,7.608243,74237563,114.0,Elizabeth: The Golden Age,6.6,310.0,2007,9,9,100286,Elizabeth Collection,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,56016644,112.0,Cate Blanchett,2296.0,Clive Owen,118.0,Geoffrey Rush,218689010.5,108671977.44444443,435520942.3333333,254293977,"['Universal Pictures', 'StudioCanal', 'Working Title Films']","[33, 694, 10163]"
Tyler Perry,80602.0,17202,15000000,2.016044,55862886,113.0,Why Did I Get Married?,6.1,33.0,2007,10,12,143588,Why Did I Get Married Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,44420384,80602.0,Tyler Perry,4721.0,Jill Scott,54421.0,Janet Jackson,57231524.0,11718595.0,0.0,34475060,['Lions Gate Films'],[35]
Darren Lynn Bousman,2675.0,663,10000000,12.233863,139352633,93.0,Saw IV,5.9,938.0,2007,10,25,656,Saw Collection,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156311390,2144.0,Tobin Bell,50020.0,Scott Patterson,36055.0,Costas Mandylor,104583216.75,0.0,164874275.0,134728746,"['Lions Gate Films', 'Twisted Pictures']","[35, 2061]"
Xavier Gens,18184.0,1620,24000000,13.765241,99965753,89.0,Hitman,5.9,982.0,2007,11,21,390096,Hitman Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,38508826,18082.0,Timothy Olyphant,15336.0,Dougray Scott,18182.0,Olga Kurylenko,91954452.0,68357079.0,4857367.0,55056299,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Anka Film', 'EuropaCorp', 'Daybreak Productions', 'Prime Universe Productions']","[306, 444, 867, 6896, 11746, 11747]"
Tim Hill,49903.0,6477,60000000,11.805233,361366633,92.0,Alvin and the Chipmunks,5.5,1212.0,2007,12,13,167613,Alvin and the Chipmunks Collection,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,60878973,11662.0,Jason Lee,212.0,David Cross,49914.0,Cameron Richardson,110346288.1111111,33981972.666666664,4337162.333333333,49555141,"['Dune Entertainment', 'Regency Enterprises', 'Fox 2000 Pictures', 'Bagdasarian Productions']","[444, 508, 711, 10930]"
Jon Turteltaub,12962.0,6637,130000000,12.854373,459200000,124.0,National Treasure: Book of Secrets,6.1,1782.0,2007,12,13,52984,National Treasure Collection,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,163978368,2963.0,Nicolas Cage,10127.0,Jon Voight,1037.0,Harvey Keitel,117801863.77777778,162815780.375,221369217.0,167328954,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Saturn Films', 'Junction Entertainment', 'Sparkler Entertainment', 'NT2 Productions']","[2, 130, 831, 19097, 20012, 20013]"
Colin Strause,6037.0,440,40000000,10.793324,130290885,94.0,Aliens vs Predator: Requiem,4.9,758.0,2007,12,25,115762,AVP Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,56389.0,Steven Pasquale,25869.0,Reiko Aylesworth,40543.0,John Ortiz,0.0,48443734.0,165334179.33333334,106888957,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Davis Entertainment', 'Brandywine Productions']","[306, 444, 1302, 19747]"
Jaume Balagueró,54525.0,8329,1500000,8.504511,32511655,78.0,[REC],7.1,954.0,2007,4,10,74508,[REC] Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17528945,34793.0,Manuela Velasco,54532.0,Ferran Terraza,54523.0,Martha Carbonell,0.0,0.0,0.0,13783673,['Filmax'],[3631]
Adam Green,70890.0,11908,1500000,8.956081,155873,83.0,Hatchet,5.7,161.0,2006,4,27,124901,Hatchet Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,59231.0,Joel David Moore,70899.0,Tamara Feldman,35596.0,Deon Richmond,87131589.0,0.0,52854827.5,69993208,['ArieScope Pictures'],[3960]
Eric Valette,51445.0,6933,20000000,11.104479,45847751,87.0,One Missed Call,4.7,174.0,2008,1,4,126580,One Missed Call Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,398016,27855.0,Shannyn Sossamon,12833.0,Edward Burns,7351.0,Ana Claudia Talancón,55640205.0,76282790.33333333,2275649.333333333,44732882,"['Intermedia Films', 'Alcon Entertainment', 'Kadokawa Pictures', 'Equity Pictures Medienfonds GmbH & Co. KG IV']","[763, 1088, 2073, 20363]"
Sylvester Stallone,16483.0,7555,50000000,9.91556,113200000,92.0,Rambo,6.4,1009.0,2008,1,24,5039,Rambo Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155929020,16483.0,Sylvester Stallone,35551.0,Julie Benz,12793.0,Matthew Marsden,139479403.33333334,0.0,52060702.66666666,95770053,"['Nu Image Films', 'Lionsgate', 'Millennium Films', 'Emmett/Furla Films', 'Equity Pictures Medienfonds GmbH & Co. KG IV']","[925, 1632, 10254, 10405, 20363]"
David Moreau,56735.0,9030,12000000,8.233662,58010320,98.0,The Eye,5.5,284.0,2008,2,1,264335,The Eye Collection,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2727971,56731.0,Jessica Alba,4941.0,Alessandro Nivola,7489.0,Parker Posey,119756783.4,8862621.833333334,95826481.0,74815295,"['Paramount Vantage', 'VN Productions']","[838, 4622]"
Guillermo del Toro,10828.0,11253,85000000,11.928661,160388063,120.0,Hellboy II: The Golden Army,6.5,1555.0,2008,7,11,17235,Hellboy Collection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,86042328,2372.0,Ron Perlman,11826.0,Selma Blair,4175.0,Jeffrey Tambor,38813712.0,25183212.0,66345095.5,43447340,"['Universal Pictures', 'Dark Horse Entertainment', 'Lawrence Gordon Productions', 'Mid Atlantic Films', 'Relativity Media', 'Internationale Filmproduktion Eagle']","[33, 552, 840, 2735, 7295, 21498]"
Jon M. Chu,54507.0,8328,23000000,7.667579,150816700,98.0,Step Up 2: The Streets,6.5,658.0,2008,2,14,86092,Step Up Collection,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,54499.0,Briana Evigan,58368.0,Robert Hoffman,54500.0,Will Kemp,0.0,14574002.333333334,160703152.0,87638577,"['Summit Entertainment', 'Offspring Entertainment', 'Touchstone Pictures']","[491, 2378, 9195]"
George A. Romero,14999.0,13025,2000000,12.001324,5540941,95.0,Diary of the Dead,5.4,194.0,2007,9,8,261590,Living Dead Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,47074133,81095.0,Michelle Morgan,81096.0,Joshua Close,81097.0,Shawn Roberts,0.0,0.0,28578484.0,28578484,['Artfire Films'],[3240]
Brian Yuzna,27992.0,28260,2000000,9.796755,54207,97.0,Return of the Living Dead 3,5.9,88.0,1993,10,1,101471,Return of the Living Dead Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,16903813,89251.0,Melinda Clarke,56439.0,J. Trevor Edmond,2062.0,Kent McCord,0.0,0.0,57120318.0,57120318,['Ozla Productions'],[4777]
Christopher Nolan,525.0,155,185000000,123.167259,1004558444,152.0,The Dark Knight,8.3,12269.0,2008,7,16,263,The Dark Knight Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127476278,3894.0,Christian Bale,3895.0,Michael Caine,1810.0,Heath Ledger,76224469.25,100794544.85714284,50304378.85714286,75774464,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']","[429, 923, 6194, 9993, 9996]"
Jon Hurwitz,68843.0,13335,12000000,13.065315,43493123,107.0,Harold & Kumar Escape from Guantanamo Bay,6.2,508.0,2008,4,25,30663,Harold & Kumar Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,68842.0,John Cho,53493.0,Kal Penn,41686.0,Neil Patrick Harris,65719879.75,84739326.28571428,14584018.0,55014408,['New Line Cinema'],[12]
Nelson McCormick,45627.0,8617,20000000,7.18216,14800000,88.0,Prom Night,4.8,170.0,2008,4,10,123255,Prom Night Collection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29221.0,Brittany Snow,53368.0,Scott Porter,55463.0,Jessica Stroup,119310550.33333331,145896422.0,27752671.0,97653214,['Alliance Films'],[2514]
Jon Favreau,15277.0,1726,140000000,22.073099,585174222,126.0,Iron Man,7.4,8951.0,2008,4,30,131292,Iron Man Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,98550867,3223.0,Robert Downey Jr.,18288.0,Terrence Howard,1229.0,Jeff Bridges,37130844.18181818,54922940.3,76165659.0,56073148,"['Paramount Pictures', 'Marvel Studios']","[4, 420]"
Pierre Morel,35453.0,8681,25000000,16.367481,226830568,93.0,Taken,7.2,4444.0,2008,2,18,135483,Taken Collection,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9584131,3896.0,Liam Neeson,10696.0,Famke Janssen,11825.0,Maggie Grace,229214072.85714287,165899849.16666666,26682499.0,140598807,"['Twentieth Century Fox Film Corporation', 'M6 Films', 'Canal+', 'TPS Star', 'Grive Productions', 'EuropaCorp', 'M6', 'Wintergreen Productions', 'All Pictures Media']","[306, 1115, 5358, 6586, 6877, 6896, 11261, 11845, 23614]"
Andrew Waller,26971.0,8277,10000000,7.777928,18610260,88.0,American Pie Presents: Beta House,5.4,480.0,2007,12,10,298820,American Pie (Spin-off) Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26973.0,John White,26975.0,Steve Talley,4443.0,Christopher McDonald,0.0,0.0,31972230.4,31972230,"['Universal Pictures', 'Rogue Pictures']","[33, 134]"
Andrew Adamson,5524.0,2454,225000000,12.490891,419665568,150.0,The Chronicles of Narnia: Prince Caspian,6.3,1668.0,2008,5,15,420,The Chronicles of Narnia Collection,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,720542402,25130.0,Ben Barnes,5528.0,William Moseley,5529.0,Anna Popplewell,137515140.0,745013115.0,388239952.0,423589402,"['Walt Disney', 'Walden Media', 'Stillking Films', 'Ozumi Films', 'Propeler', 'Silverbell Films', 'Revolution Sun Studios']","[5888, 10221, 11345, 11440, 11441, 11442, 76043]"
Steven Spielberg,488.0,217,185000000,12.577266,786636033,122.0,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2558.0,2008,5,21,84,Indiana Jones Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,340361029,3.0,Harrison Ford,112.0,Cate Blanchett,10959.0,Shia LaBeouf,66971329.5,136632262.30769232,228719646.875,144107746,"['Lucasfilm', 'Paramount Pictures']","[1, 4]"
Michael Patrick King,38023.0,4564,65000000,9.170332,418800000,145.0,Sex and the City,6.0,525.0,2008,5,12,50457,Sex and the City Collection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,520.0,Sarah Jessica Parker,2109.0,Kim Cattrall,38024.0,Cynthia Nixon,77287093.33333333,27645491.0,581386.0,35171323,"['New Line Cinema', 'Darren Star Productions', 'Home Box Office (HBO)']","[12, 1694, 3268]"
Mark Osborne,57741.0,9502,130000000,16.897541,632091832,90.0,Kung Fu Panda,6.9,3231.0,2008,6,4,77816,Kung Fu Panda Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,6729372,70851.0,Jack Black,4483.0,Dustin Hoffman,11701.0,Angelina Jolie,167450616.8888889,147889392.2,180035657.33333334,165125222,['DreamWorks Animation'],[521]
Barnaby Thompson,21677.0,10748,14000000,5.381183,29100000,101.0,St. Trinian's,5.6,148.0,2007,12,21,12077,St. Trinian's Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,66441.0,Talulah Riley,4757.0,Rupert Everett,59620.0,Gemma Arterton,121616555.0,656164101.25,0.0,388890328,"['Ealing Studios', 'Fragile Films', 'Entertainment Film Distributors']","[2650, 2651, 23164]"
Eric Brevig,9622.0,88751,45000000,10.419974,101702060,93.0,Journey to the Center of the Earth,5.8,1353.0,2008,7,10,72547,Journey Collection,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,18269.0,Brendan Fraser,27972.0,Josh Hutcherson,70785.0,Anita Briem,190124911.66666663,52967243.42857143,0.0,121546078,"['New Line Cinema', 'Walden Media']","[12, 10221]"
Shusuke Kaneko,46366.0,16007,20000000,9.570657,29667169,126.0,Death Note,6.8,163.0,2006,6,17,102019,Death Note Collection,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20000000,31078.0,Tatsuya Fujiwara,79037.0,Kenichi Matsuyama,79038.0,Sota Aoyama,14902587.0,0.0,0.0,14902587,['Warner Bros.'],[6194]
Chris Carter,12524.0,8836,30000000,9.863584,69363381,104.0,The X Files: I Want to Believe,5.5,534.0,2008,7,24,19387,The X-Files Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,12640.0,David Duchovny,12214.0,Gillian Anderson,2956.0,Amanda Peet,3711305.5,48618191.0,58815301.375,37048266,"['Twentieth Century Fox Film Corporation', 'Ten Thirteen Productions', 'Dune Entertainment III', 'Crying Box Productions']","[306, 545, 6332, 52145]"
Rob Cohen,18878.0,1735,145000000,14.250227,403449830,112.0,The Mummy: Tomb of the Dragon Emperor,5.2,1418.0,2008,7,1,1733,The Mummy Collection,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,153116842,18269.0,Brendan Fraser,1336.0,Jet Li,10727.0,John Hannah,83462452.5,71825807.0,25303038.0,60197099,"['Universal Pictures', 'China Film Co-Production Corporation', 'Relativity Media', 'Alphaville Films', 'Sommers Company, The']","[33, 2269, 7295, 11462, 19643]"
John Woo,11401.0,12289,80341000,11.867516,250100000,150.0,Red Cliff,7.1,207.0,2008,7,10,96677,Red Cliff Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,239814628,1622.0,Chang Chen,96862.0,Hu Jun,1337.0,Tony Leung Chiu-Wai,20205757.0,18997611.0,43648836.0,27617401,"['Metropolitan Filmexport', 'Lion Rock Productions', 'Showbox']","[656, 2812, 3491]"
Sanaa Hamri,64140.0,10188,27000000,4.631978,44352417,117.0,The Sisterhood of the Traveling Pants 2,6.1,244.0,2008,8,6,17368,The Sisterhood of the Traveling Pants Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,11400000,6279.0,Alexis Bledel,20354.0,Amber Tamblyn,59174.0,America Ferrera,98893440.5,39098450.0,25258803.0,54416898,[],[]
Stuart Rosenberg,13859.0,32620,2700000,3.027586,2600000,108.0,The Drowning Pool,6.5,21.0,1975,7,1,434270,Lew Harper Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16217773,3636.0,Paul Newman,109410.0,Joanne Woodward,106179.0,Anthony Franciosa,137808163.5,0.0,0.0,137808164,"['David Foster Productions', 'Turman-Foster Company', 'First Artists', 'Coleytown']","[496, 662, 4376, 4970]"
Kenny Ortega,65310.0,11887,11000000,7.343504,252909177,116.0,High School Musical 3: Senior Year,6.1,858.0,2008,10,22,87253,High School Musical Collection,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,7000000,29222.0,Zac Efron,67599.0,Vanessa Hudgens,67600.0,Ashley Tisdale,33816669.333333336,17641818.5,7000000.0,19486163,['Walt Disney Pictures'],[2]
Eric Darnell,18863.0,10527,150000000,12.668733,603900000,89.0,Madagascar: Escape 2 Africa,6.2,1866.0,2008,10,30,14740,Madagascar Collection,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,542063846,7399.0,Ben Stiller,9575.0,Jada Pinkett Smith,14409.0,David Schwimmer,235886111.63636363,251409240.4,542063846.0,343119733,['DreamWorks Animation'],[521]
Marc Forster,12995.0,10764,200000000,13.67812,589580482,106.0,Quantum of Solace,6.1,3015.0,2008,10,30,645,James Bond Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59389489,8784.0,Daniel Craig,18182.0,Olga Kurylenko,8789.0,Mathieu Amalric,109090381.45454544,63413341.66666666,52705389.66666666,75069704,['Eon Productions'],[7576]
David Hackl,2679.0,11917,10800000,10.165499,113864059,92.0,Saw V,6.0,848.0,2008,10,23,656,Saw Collection,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2144.0,Tobin Bell,36055.0,Costas Mandylor,50020.0,Scott Patterson,111537100.0,166654261.33333334,139352633.0,139181331,"['Lionsgate', 'Twisted Pictures']","[1632, 2061]"
Catherine Hardwicke,19850.0,8966,37000000,31.282029,393616788,122.0,Twilight,5.8,3688.0,2008,11,20,33514,The Twilight Collection,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,13411957,37917.0,Kristen Stewart,11288.0,Robert Pattinson,21029.0,Billy Burke,48879483.88888889,304270818.0,55515097.75,136221800,"['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Goldcrest Pictures', 'Temple Hill Entertainment', 'Twilight Productions']","[491, 4000, 5218, 11843, 12292, 57750]"
Olivier Megaton,75035.0,13387,30000000,9.296824,109000000,104.0,Transporter 3,5.9,1110.0,2008,11,26,9518,The Transporter Collection,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6690420,976.0,Jason Statham,7693.0,François Berléand,75036.0,Natalya Rudakova,70442583.27272727,32964756.0,0.0,51703670,"['Europa Corp', 'TF1 Films Production', 'Grive Productions', 'EuropaCorp']","[1075, 3823, 6877, 6896]"
Sam Firstenberg,72543.0,28148,2000000,2.313986,7610785,92.0,Ninja III: The Domination,5.9,18.0,1984,9,14,373538,Enter the Ninja Collection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13168027,99846.0,Sho Kosugi,81895.0,Lucinda Dickey,99847.0,Jordan Bennett,13168027.0,26927091.5,0.0,20047559,"['Golan-Globus', 'Cannon Films']","[1445, 4110]"
Wilson Yip,63571.0,14756,11700000,6.004257,22100000,108.0,Ip Man,7.5,1309.0,2008,12,12,70068,Ip Man Collection,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7431626,1341.0,Donnie Yen,20519.0,Simon Yam,117760.0,Lynn Hung,8062241.333333333,283826.3333333333,0.0,4173034,['Mandarin Films Distribution Co.'],[4054]
Patrick Lussier,27226.0,14435,15000000,5.245883,102836002,101.0,My Bloody Valentine,5.3,303.0,2009,1,16,264437,My Bloody Valentine Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,47053625,49624.0,Jensen Ackles,5915.0,Jaime King,43442.0,Kerr Smith,0.0,68303369.0,0.0,68303369,['Lionsgate'],[1632]
Patrick Tatopoulos,3964.0,12437,35000000,11.654958,92158961,92.0,Underworld: Rise of the Lycans,6.2,1447.0,2009,1,22,2326,Underworld Collection,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2440.0,Bill Nighy,3968.0,Michael Sheen,25702.0,Rhona Mitra,262536543.27272728,84488259.375,49026959.5,132017254,"['Lakeshore Entertainment', 'Screen Gems', 'Sketch Films', 'UW3 Film Productions']","[126, 3287, 7738, 7739]"
Steve Carr,52112.0,14560,26000000,13.003122,183293131,91.0,Paul Blart: Mall Cop,5.2,807.0,2009,1,15,328372,Mall Cop Collection,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,95114911,32895.0,Kevin James,39213.0,Keir O'Donnell,34195.0,Jayma Mays,202697048.66666663,144327695.0,72378683.5,139801142,"['Columbia Pictures', 'Happy Madison Productions', 'Relativity Media', 'Hey Eddie']","[5, 2608, 7295, 46222]"
Toby Wilkins,82939.0,1977,5000000,10.510468,38610009,90.0,The Grudge 3,5.3,150.0,2009,5,12,1974,The Grudge Collection,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,124191,95038.0,Johanna Braddy,117522.0,Gil McKinney,117523.0,Emi Ikehata,0.0,152547.0,0.0,152547,"['Ghost House Pictures', 'Ozla Pictures', 'Stage 6 Films']","[768, 2617, 11341]"
Andrzej Bartkowiak,10765.0,15268,50000000,6.660188,12764201,97.0,Street Fighter: The Legend of Chun-Li,3.9,113.0,2009,2,27,261203,Street Fighter,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,71389259,55751.0,Kristin Kreuk,21594.0,Chris Klein,2203.0,Neal McDonough,0.0,29065767.5,44177462.42857143,36621615,"['Twentieth Century Fox Film Corporation', 'Hyde Park Films']","[306, 1172]"
Marcus Nispel,29922.0,13207,19000000,14.20229,91509154,97.0,Friday the 13th,5.7,566.0,2009,2,11,9735,Friday the 13th Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69093383,51300.0,Derek Mears,49623.0,Jared Padalecki,31838.0,Danielle Panabaker,42187002.5,33274325.0,68947433.66666667,48136254,['New Line Cinema'],[12]
Harald Zwart,21981.0,15159,70000000,18.54675,75871032,92.0,The Pink Panther 2,5.4,323.0,2009,2,6,130440,The Pink Panther (Steve Martin) Collection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,36147907,67773.0,Steve Martin,1003.0,Jean Reno,1246.0,Emily Mortimer,91016526.25,173236386.42857143,38304639.42857143,100852517,"['Columbia Pictures', 'Robert Simonds Productions', 'Metro-Goldwyn-Mayer (MGM)']","[5, 3929, 8411]"
